,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
37926,30,1,0,3.9,148,568,217,30,450.0,5004
37927,34,1,0,3.8,111,473,5221,57,300.0,5004
37930,16,1,0,4.1,257,108,2321,7,500.0,5004
37933,21,1,1,4.2,2854,441,302,21,800.0,5004
37934,24,1,0,4.2,132,568,1074,45,180.0,5004
37935,33,1,0,3.9,61,166,137,11,150.0,5004
37936,32,1,0,4.0,29,1444,157,215,500.0,5004
37937,30,1,0,4.2,1770,304,7293,42,750.0,5004
37938,10,1,0,3.9,456,441,5221,12,400.0,5004
37940,24,1,0,2.6,310,166,7293,31,700.0,5004
37941,19,1,0,3.8,111,332,1074,44,500.0,5004
37942,25,1,0,4.3,657,332,107,85,750.0,5004
37943,18,0,1,4.4,2052,443,980,18,1200.0,5004
37946,14,1,1,3.9,96,568,980,14,1300.0,5004
37947,22,0,0,4.3,1720,508,298,16,1300.0,5004
37954,33,1,0,4.1,45,508,1074,122,300.0,5004
37955,43,1,0,3.8,265,351,7293,117,850.0,5004
37956,11,1,0,3.9,206,304,7293,76,500.0,5004
37957,46,1,0,3.8,165,286,5221,61,600.0,5004
37958,13,1,0,4.0,114,590,7293,13,1000.0,5004
37960,17,1,0,4.1,481,508,2321,17,700.0,5004
37961,25,1,1,4.3,864,332,302,25,1000.0,5004
37964,16,1,0,4.2,231,443,62,16,300.0,5004
37965,11,1,0,4.3,327,508,7293,125,800.0,5004
37966,12,1,0,3.9,227,508,7293,12,950.0,5004
37967,19,1,0,3.8,59,141,102,19,300.0,5004
37968,31,1,0,3.9,366,441,7293,7,800.0,5004
37971,31,1,0,3.3,65,568,2321,62,900.0,5004
37973,5,1,0,3.7,54,286,2321,30,600.0,5004
37974,25,1,0,3.9,212,568,7293,18,800.0,5004
37976,31,1,0,4.0,186,141,5221,41,350.0,5004
37977,11,1,0,3.9,87,473,7293,13,500.0,5004
37980,20,1,1,4.2,984,473,980,20,1000.0,5004
37981,57,1,0,3.7,184,568,5221,5,500.0,5004
37982,11,1,0,4.1,161,304,5221,93,300.0,5004
37984,19,1,1,4.2,2286,304,980,19,1400.0,5004
37986,40,1,1,4.4,1849,443,7293,41,1500.0,5004
37987,39,1,0,4.2,744,332,2321,78,750.0,5004
37990,4,1,0,4.1,184,443,1074,204,550.0,5004
37993,17,1,1,4.1,2144,568,37,45,2000.0,5004
37999,10,1,0,4.3,98,473,7293,27,550.0,5004
38002,19,1,1,4.0,938,508,980,19,1000.0,5004
38003,23,1,0,3.9,170,293,5221,12,600.0,5004
38004,17,1,0,3.9,65,568,35,20,250.0,5004
38006,16,1,1,4.3,772,443,7293,25,1400.0,5004
38007,6,0,0,2.5,35,286,5221,150,200.0,5004
38009,20,1,0,4.1,1131,568,7293,20,1500.0,5004
38013,1,1,0,4.1,117,351,2321,20,700.0,5004
38014,10,1,0,4.0,869,443,5221,12,400.0,5004
38016,12,1,0,2.8,55,108,5221,12,400.0,5004
38018,34,1,0,3.7,75,441,1074,214,350.0,5004
38020,33,1,0,3.8,106,441,5221,42,200.0,5004
38023,12,1,0,3.9,156,41,7293,776,450.0,5004
38024,9,1,0,4.2,121,443,980,9,1000.0,5004
38025,19,1,0,3.8,261,590,2321,273,700.0,5004
38027,13,1,0,4.1,159,108,2321,70,300.0,5004
38031,12,1,0,2.9,50,568,5221,233,350.0,5004
38032,6,1,0,4.0,140,508,5221,38,400.0,5004
38033,11,1,0,4.0,68,508,1074,204,250.0,5004
38036,38,1,0,3.9,185,166,7293,32,400.0,5004
38037,19,1,0,4.1,1214,568,357,49,2000.0,5004
38038,10,1,0,3.8,208,332,7293,103,400.0,5004
38039,16,1,1,4.3,968,508,2321,16,750.0,5004
38040,11,1,1,4.3,74,568,7293,11,700.0,5004
38041,16,1,0,4.2,34,332,1074,44,300.0,5004
38045,12,1,0,4.4,227,590,5221,12,700.0,5004
38047,23,1,1,4.1,770,473,980,23,1200.0,5004
38049,42,0,0,3.7,32,141,7293,58,800.0,5004
38050,10,1,0,3.6,53,508,7293,10,600.0,5004
38051,19,1,1,4.1,300,351,7293,19,1000.0,5004
38052,11,1,0,3.6,83,166,7293,776,500.0,5004
38054,10,1,0,3.9,134,108,7293,10,700.0,5004
38056,15,1,0,4.4,69,443,5221,122,300.0,5004
38058,17,0,0,3.9,156,443,7293,6,600.0,5004
38060,21,0,0,4.1,1545,443,324,27,1200.0,5004
38061,13,1,0,3.7,66,473,2321,13,800.0,5004
38063,30,1,0,4.3,2151,441,7293,10,600.0,5004
38064,18,1,0,3.6,96,94,159,18,650.0,5004
38068,25,1,0,4.1,118,590,128,60,500.0,5004
38070,14,1,0,3.9,56,304,5221,34,400.0,5004
38071,14,0,1,4.1,1339,443,980,14,2100.0,5004
38072,11,1,0,4.0,789,351,5221,11,400.0,5004
38077,17,1,1,4.4,232,590,328,21,2000.0,5004
38078,10,1,0,3.8,76,293,5221,1136,300.0,5004
38084,9,1,0,4.0,280,69,7293,6,600.0,5004
38085,16,1,0,3.4,122,441,2321,29,600.0,5004
38089,16,1,0,3.8,75,41,7293,16,1000.0,5004
38094,17,1,0,3.0,40,568,1074,17,200.0,5004
38095,11,1,0,3.7,280,568,7293,64,800.0,5004
38099,19,0,0,3.8,99,473,2321,19,600.0,5004
38100,13,1,1,2.2,409,590,7293,31,1000.0,5004
38104,23,1,1,4.2,4748,508,7293,35,1500.0,5004
38107,13,1,0,3.9,113,473,5221,1136,150.0,5004
38111,20,1,0,3.8,38,473,7293,12,400.0,5004
38113,9,1,0,3.4,76,293,341,37,400.0,5004
38116,17,1,1,4.3,569,166,7293,17,1200.0,5004
38118,9,1,0,3.9,256,293,7293,8,700.0,5004
38119,20,1,1,4.4,1124,508,980,47,1200.0,5004
38120,17,0,1,4.0,930,568,7293,17,800.0,5004
38121,18,1,0,3.8,75,568,2321,39,650.0,5004
38122,23,1,0,3.4,63,508,5221,69,400.0,5004
38124,19,1,1,4.5,1238,304,980,19,1700.0,5004
38125,14,1,0,3.9,119,473,7293,20,600.0,5004
38127,45,1,1,4.5,1418,508,980,210,1700.0,5004
38128,1,1,0,3.9,464,473,159,15,800.0,5004
38130,12,1,0,3.7,160,332,7293,117,700.0,5004
38131,26,1,0,4.0,55,568,7293,20,1500.0,5004
38132,14,1,1,4.3,509,443,980,162,1300.0,5004
38134,6,1,0,2.6,72,286,5221,233,300.0,5004
38135,19,1,1,3.9,1937,590,7293,19,2100.0,5004
38138,13,1,0,4.1,398,332,7293,13,600.0,5004
38139,41,1,1,4.1,456,508,7293,1136,600.0,5004
38140,33,1,1,4.2,476,332,7293,64,1700.0,5004
38141,12,1,0,4.1,403,332,7293,12,750.0,5004
38142,12,1,1,3.9,1370,590,311,1136,2100.0,5004
38145,9,1,0,3.5,126,293,7293,162,700.0,5004
38146,9,1,0,4.2,136,332,7293,9,1500.0,5004
38147,2,1,1,4.2,176,14,7293,2,700.0,5004
38148,23,1,1,4.3,3492,443,76,23,1700.0,5004
38150,10,1,1,4.1,864,441,7293,30,1400.0,5004
38151,11,1,0,4.0,785,508,7293,23,650.0,5004
38152,17,0,0,3.6,104,568,2321,72,800.0,5004
38153,45,1,0,4.0,362,441,7293,41,1000.0,5004
38157,28,1,0,3.3,204,332,7293,11,600.0,5004
38158,9,1,1,4.0,457,332,7293,117,1000.0,5004
38160,13,1,0,4.3,909,473,7293,41,2000.0,5004
38161,22,1,0,3.7,50,27,7293,19,750.0,5004
38163,12,1,1,4.2,2930,508,7293,12,1000.0,5004
38165,20,1,1,4.4,719,351,7293,20,1000.0,5004
38166,20,1,1,4.2,856,508,7293,30,1400.0,5004
38168,11,1,1,4.2,354,351,7293,11,1200.0,5004
38169,12,1,1,4.0,379,332,7293,12,850.0,5004
38170,15,1,1,4.3,3150,590,7293,78,1500.0,5004
38172,27,1,0,3.8,177,69,5221,167,300.0,5004
38174,11,1,1,4.4,219,304,7293,11,850.0,5004
38177,7,1,0,3.9,122,293,7293,7,1000.0,5004
38178,11,1,1,4.5,871,590,7293,11,1800.0,5004
38181,10,1,0,4.0,141,1030,7293,44,550.0,5004
38182,10,1,1,3.8,81,473,7293,117,800.0,5004
38185,13,1,0,3.4,48,473,5221,1136,300.0,5004
38187,9,1,0,2.1,253,1334,667,50,500.0,5004
38188,13,1,0,4.2,860,473,7293,13,1800.0,5004
38189,13,1,0,4.0,1103,473,7293,45,1300.0,5004
38191,26,0,0,4.3,1789,441,7293,53,800.0,5004
38192,37,0,0,4.2,1363,351,7293,94,700.0,5004
38193,15,0,0,4.3,72,441,2321,15,400.0,5004
38197,10,0,0,4.0,102,351,7293,210,550.0,5004
38200,15,0,0,3.0,108,590,7293,59,800.0,5004
38201,20,0,0,3.7,145,351,302,20,1000.0,5004
38210,8,0,0,2.9,46,166,7293,33,550.0,5004
38219,10,0,0,4.1,121,351,7293,776,600.0,5004
38221,15,1,0,4.1,118,351,7293,15,1000.0,5004
38222,4,1,0,3.5,47,41,7293,359,450.0,5004
38225,10,1,0,3.6,118,351,7293,210,500.0,5004
38226,15,1,0,3.9,158,94,7293,15,1300.0,5004
38227,8,1,0,3.7,46,75,7293,359,1000.0,5004
38231,16,1,1,3.8,203,351,7293,43,1200.0,5004
38234,23,1,1,4.0,190,69,980,23,1300.0,5004
38236,12,1,0,3.7,110,69,7293,10,700.0,5004
38237,8,1,0,3.8,169,166,5221,78,250.0,5004
38239,10,1,0,3.6,79,441,5221,36,500.0,5004
38242,16,0,1,4.3,2698,568,328,54,1300.0,5004
38243,17,0,1,4.1,101,441,324,17,1000.0,5004
38244,22,0,0,3.9,234,22,328,22,1000.0,5004
38246,7,1,0,3.9,86,75,328,58,1500.0,5004
38252,14,1,1,4.2,508,166,7293,14,800.0,5004
38253,43,0,0,4.5,3589,304,2321,43,900.0,5004
38254,1,1,1,4.4,721,590,302,17,1700.0,5004
38255,6,0,1,4.4,2275,108,7293,6,1100.0,5004
38256,8,0,1,4.3,531,166,7293,41,1400.0,5004
38257,14,0,0,4.3,1189,441,7293,210,550.0,5004
38258,20,0,0,4.4,1912,441,1074,27,400.0,5004
38259,6,0,0,4.1,491,75,7293,72,600.0,5004
38261,18,0,0,4.3,164,473,2321,18,750.0,5004
38262,10,0,0,4.1,362,351,5221,82,400.0,5004
38263,15,0,0,4.3,792,508,159,15,900.0,5004
38264,10,0,0,3.9,84,508,5221,210,500.0,5004
38265,10,0,0,4.1,787,441,7293,14,800.0,5004
38266,44,0,0,4.0,1460,590,143,12,450.0,5004
38267,9,0,0,4.3,539,508,7293,9,800.0,5004
38268,14,0,0,4.3,185,508,1074,122,500.0,5004
38269,18,1,0,4.3,1135,94,2321,18,800.0,5004
38270,20,1,0,4.0,101,304,5221,27,150.0,5004
38271,6,0,0,3.9,58,141,341,215,1200.0,5004
38272,15,0,0,4.2,620,568,2321,15,500.0,5004
38273,10,0,0,2.7,77,590,5221,76,500.0,5004
38276,4,0,0,3.8,136,27,7293,776,650.0,5004
38281,39,0,0,4.0,54,332,5221,40,400.0,5004
38282,4,0,0,3.9,82,27,7293,36,450.0,5004
38285,10,0,0,3.7,95,508,5221,150,500.0,5004
38287,31,0,0,3.7,62,332,5221,150,200.0,5004
38289,10,0,0,3.9,135,304,7293,10,800.0,5004
38299,10,0,0,3.9,122,568,7293,10,500.0,5004
38308,22,0,1,3.9,158,332,7293,18,1100.0,5004
38310,10,0,0,4.0,209,441,7293,162,500.0,5004
38311,40,0,0,4.2,222,304,1074,37,200.0,5004
38323,10,0,0,3.9,42,568,7293,39,500.0,5004
38325,12,0,0,4.1,399,69,5221,12,300.0,5004
38351,17,0,0,3.4,8,568,5221,1136,450.0,5004
38352,10,0,0,3.4,10,590,5221,137,350.0,5004
38373,10,0,0,3.8,41,441,5221,46,100.0,5004
38374,12,0,0,3.4,27,590,5221,17,300.0,5004
38393,25,0,0,3.0,53,508,5221,103,250.0,5004
38403,19,0,0,3.9,435,293,7293,18,550.0,5004
38413,13,0,0,3.7,68,568,7293,72,500.0,5004
38416,23,1,0,2.9,48,473,96,13,400.0,5004
38433,12,0,0,3.5,140,508,7293,1136,600.0,5004
38435,17,1,1,3.8,91,332,7293,41,1800.0,5004
38436,15,1,1,4.3,1052,443,7293,15,1600.0,5004
38437,19,1,1,3.8,200,590,7293,19,1600.0,5004
38438,30,1,0,4.4,1106,443,69,30,600.0,895
38439,10,0,0,4.3,526,443,69,10,1400.0,5004
38440,15,1,0,4.4,69,443,5221,122,300.0,3035
38441,52,0,0,4.5,291,443,1074,208,400.0,5004
38442,16,1,0,4.2,231,443,62,16,300.0,3430
38444,35,0,0,3.9,91,443,44,28,400.0,5004
38446,4,1,0,4.1,184,443,1074,204,550.0,508
38450,14,1,1,4.2,508,166,7293,14,800.0,3873
38451,21,1,1,4.2,2854,441,302,21,800.0,3258
38452,15,0,1,4.3,476,441,121,65,2000.0,5004
38453,15,0,1,4.1,1769,508,2321,15,1000.0,5004
38454,25,1,0,4.0,1084,568,55,13,550.0,31
38455,20,0,0,4.4,1912,441,1074,27,400.0,5004
38456,5,0,0,4.5,236,351,1074,26,1250.0,5004
38457,29,1,0,4.9,1749,568,1074,204,400.0,2299
38459,12,0,0,3.4,225,141,5221,37,300.0,5004
38461,33,1,0,4.1,45,508,1074,122,300.0,3049
38462,12,1,0,4.1,117,351,2321,20,700.0,5004
38463,44,0,0,4.0,1460,590,143,12,450.0,5004
38464,14,0,0,4.3,185,508,1074,122,500.0,5004
38466,19,1,1,4.1,300,351,7293,19,1000.0,477
38467,25,1,0,4.1,118,590,128,60,500.0,418
38468,34,1,0,4.5,221,568,217,214,450.0,2978
38470,15,0,0,3.6,53,351,96,44,300.0,5004
38471,34,1,0,4.1,79,141,31,17,350.0,4164
38472,10,1,0,4.3,120,304,1074,122,400.0,4439
38473,6,0,0,4.0,79,590,1074,204,800.0,5004
38474,19,0,0,4.0,185,141,5221,22,400.0,5004
38475,8,1,0,3.9,87,441,71,10,400.0,1622
38477,17,1,0,3.9,65,568,35,20,250.0,3395
38478,30,1,0,3.9,148,568,217,30,450.0,2905
38483,19,1,0,3.8,59,141,102,19,300.0,288
38486,5,0,0,4.0,100,441,1074,208,150.0,5004
38489,33,1,0,3.9,61,166,137,11,150.0,3185
38490,11,1,0,4.0,68,508,1074,204,250.0,2195
38492,24,1,0,4.2,132,568,1074,45,180.0,2879
38493,38,1,0,3.9,103,568,88,138,400.0,3424
38499,25,1,0,4.0,122,508,134,61,500.0,5004
38503,40,0,0,4.2,222,304,1074,37,200.0,5004
38504,41,1,0,4.0,47,351,1074,214,300.0,765
38510,17,1,0,3.0,40,568,1074,17,200.0,1574
38536,12,0,0,3.4,27,590,5221,17,300.0,5004
38542,29,1,0,4.0,93,568,1074,204,300.0,221
38543,32,1,0,4.0,49,441,667,215,500.0,1596
38544,34,1,0,3.7,75,441,1074,214,350.0,505
38545,5,0,0,3.9,50,441,1074,65,600.0,5004
38546,14,1,0,4.1,129,590,302,13,900.0,5004
38549,44,1,1,4.7,4811,332,40,34,1300.0,2734
38550,9,0,0,4.0,31,108,107,24,1100.0,5004
38551,25,1,0,4.3,657,332,107,85,750.0,4960
38552,18,1,0,4.2,443,473,128,14,700.0,444
38554,16,1,0,4.1,257,108,2321,7,500.0,4740
38556,15,1,0,4.0,122,27,5221,138,200.0,5004
38560,16,1,0,4.2,34,332,1074,44,300.0,5004
38562,23,1,0,2.9,48,473,96,13,400.0,4980
38570,10,0,1,4.4,2133,443,311,38,2200.0,5004
38571,5,0,1,4.3,766,443,5,5,3000.0,5004
38572,9,0,1,4.4,184,443,980,41,1800.0,5004
38573,9,0,1,4.2,3130,443,298,82,2500.0,5004
38574,5,0,1,4.4,885,443,311,9,3000.0,5004
38575,14,1,1,4.4,2239,443,14,15,3000.0,3360
38576,9,0,0,4.4,2421,443,46,65,1500.0,5004
38577,18,0,1,4.4,2052,443,980,18,1200.0,5004
38578,15,1,1,4.4,3702,443,15,15,1300.0,4911
38579,14,0,1,4.1,1339,443,980,14,2100.0,5004
38580,23,1,1,4.3,3492,443,76,23,1700.0,5004
38581,16,1,0,4.6,2513,443,7293,16,1600.0,2543
38582,9,0,0,4.3,1043,443,298,16,1500.0,5004
38583,5,0,1,4.6,1438,443,311,5,2200.0,5004
38584,16,1,1,4.3,772,443,7293,25,1400.0,5004
38586,40,1,1,4.4,1849,443,7293,41,1500.0,3084
38587,13,0,1,4.4,131,443,980,13,1000.0,5004
38588,14,0,1,4.2,337,443,980,125,1000.0,5004
38589,9,0,0,4.3,461,443,46,9,1500.0,5004
38590,9,0,1,4.2,2079,443,7293,9,1500.0,5004
38591,5,0,0,4.3,696,443,7293,5,1500.0,5004
38592,14,1,1,4.3,509,443,980,162,1300.0,5004
38593,21,0,0,4.1,1545,443,324,27,1200.0,5004
38594,15,1,1,4.3,1052,443,7293,15,1600.0,4118
38595,9,1,0,4.2,121,443,980,9,1000.0,5004
38596,4,0,0,4.1,388,443,2321,273,1100.0,5004
38597,17,0,0,3.9,156,443,7293,6,600.0,5004
38598,10,0,1,3.7,93,443,128,10,1000.0,5004
38599,31,0,0,4.1,104,443,40,10,1200.0,5004
38600,14,0,0,3.1,122,443,980,59,1200.0,5004
38601,9,0,0,3.5,56,443,980,9,1800.0,5004
38602,9,0,0,3.9,73,443,298,9,2500.0,5004
38604,5,0,0,3.8,216,443,7293,5,2000.0,5004
38606,30,1,0,4.4,1106,443,69,30,600.0,896
38607,10,1,0,4.0,869,443,5221,12,400.0,665
38608,4,0,0,3.2,57,443,5221,24,350.0,5004
38609,45,1,0,3.9,107,443,5221,11,500.0,859
38611,9,0,1,4.4,4605,590,298,9,1700.0,5004
38612,10,0,1,4.6,2211,351,7293,10,1800.0,5004
38613,23,1,1,4.2,4748,508,7293,35,1500.0,5004
38614,9,0,0,4.6,3998,441,121,9,1500.0,5004
38615,15,1,1,4.3,3150,590,7293,78,1500.0,5004
38616,11,0,1,4.5,8402,568,76,6,2000.0,5004
38617,26,0,0,4.3,1789,441,7293,53,800.0,5004
38618,6,0,1,4.6,2369,590,311,6,2800.0,5004
38619,37,0,0,4.2,1363,351,7293,94,700.0,5004
38620,10,0,0,4.6,2289,508,2321,10,1100.0,5004
38621,12,0,0,4.5,1597,568,980,359,1500.0,5004
38622,19,1,1,3.9,1937,590,7293,19,2100.0,5004
38623,10,0,1,4.3,343,568,121,10,1500.0,5004
38624,17,1,1,4.1,2144,568,37,45,2000.0,3613
38625,12,0,0,4.6,986,590,311,28,3000.0,5004
38626,12,0,1,4.5,5281,304,980,12,2500.0,5004
38627,5,0,1,4.5,681,441,311,5,3500.0,5004
38628,19,1,1,4.5,1238,304,980,19,1700.0,5004
38629,9,0,1,4.3,2230,441,9,22,1700.0,5004
38630,11,1,0,4.3,7568,508,298,15,1500.0,1509
38631,20,1,1,4.4,1124,508,980,47,1200.0,5004
38632,5,0,1,4.6,1091,351,7293,18,1500.0,5004
38633,13,0,0,4.2,634,304,217,13,1300.0,5004
38634,25,1,1,4.2,2720,590,2321,78,1200.0,375
38635,15,0,0,3.9,2328,304,7293,46,700.0,5004
38636,14,1,1,4.2,508,166,7293,14,800.0,3873
38637,6,0,1,4.1,2049,94,7293,125,1600.0,5004
38638,6,0,1,4.2,187,508,7293,6,1000.0,5004
38639,7,0,1,4.2,1452,590,217,7,1500.0,5004
38640,21,1,1,4.2,2854,441,302,21,800.0,3258
38641,15,0,1,4.3,476,441,121,65,2000.0,5004
38642,12,1,1,4.3,2047,590,7293,12,1500.0,408
38643,16,0,1,4.3,605,94,980,16,2500.0,5004
38644,12,1,1,3.9,1370,590,311,1136,2100.0,5004
38645,12,1,1,4.2,2930,508,7293,12,1000.0,5004
38646,18,1,1,4.4,493,304,328,65,1900.0,5004
38647,45,1,1,4.5,1418,508,980,210,1700.0,5004
38648,5,0,1,4.3,671,441,7293,41,2000.0,5004
38649,5,0,1,4.5,1204,568,7293,5,1100.0,5004
38650,16,0,1,4.3,2698,568,328,54,1300.0,5004
38651,30,1,0,4.3,2151,441,7293,10,600.0,5004
38653,43,0,0,4.5,3589,304,2321,43,900.0,5004
38654,20,0,1,4.4,211,441,328,10,1200.0,5004
38655,8,1,1,4.4,721,590,302,17,1700.0,2996
38656,10,1,1,4.1,864,441,7293,30,1400.0,5004
38657,22,0,0,4.3,1720,508,298,16,1300.0,5004
38658,15,0,1,4.1,1730,508,2321,15,1000.0,5004
38659,12,0,0,4.4,2645,508,2321,273,600.0,5004
38660,9,0,1,4.3,688,351,311,9,2500.0,5004
38661,8,0,1,4.3,531,166,7293,41,1400.0,5004
38662,11,1,0,3.9,376,590,88,138,200.0,340
38663,15,0,1,4.5,302,590,7293,37,1500.0,5004
38664,14,0,0,4.3,1189,441,7293,210,550.0,5004
38665,67,1,0,4.4,2131,568,7293,56,750.0,2081
38666,16,0,1,4.2,221,590,217,16,1000.0,5004
38667,12,0,1,4.2,254,568,324,28,1500.0,5004
38668,12,0,0,4.3,696,590,311,12,3000.0,5004
38669,8,0,1,3.8,51,590,7293,8,1500.0,5004
38670,9,0,1,4.2,477,441,298,151,3000.0,5004
38671,13,0,0,4.3,2264,508,328,21,1100.0,5004
38672,11,1,0,4.0,785,508,7293,23,650.0,5004
38673,13,0,1,4.3,299,304,328,13,1200.0,5004
38674,12,0,1,4.1,568,590,302,12,2500.0,5004
38675,5,0,1,4.4,193,590,311,5,2000.0,5004
38676,6,0,0,4.1,491,75,7293,72,600.0,5004
38677,19,1,1,4.2,2286,304,980,19,1400.0,4091
38678,13,0,0,4.2,1330,508,324,13,1100.0,5004
38679,2,0,1,4.4,516,75,311,21,3200.0,5004
38680,54,1,0,4.2,3569,508,2321,54,650.0,694
38681,16,1,1,4.3,968,508,2321,16,750.0,5004
38682,11,1,1,4.4,219,304,7293,11,850.0,5004
38683,11,1,1,4.5,871,590,7293,11,1800.0,5004
38684,11,0,0,4.1,538,141,7293,233,500.0,5004
38685,4,0,1,4.1,342,75,311,4,2500.0,5004
38686,19,1,1,4.0,938,508,980,19,1000.0,2267
38687,26,1,0,4.0,55,568,7293,20,1500.0,4
38688,20,1,1,4.4,719,351,7293,20,1000.0,5004
38689,5,0,1,4.4,127,351,7293,210,1200.0,5004
38690,10,0,1,4.3,620,441,311,10,3400.0,5004
38691,10,0,0,4.0,53,351,311,10,2000.0,5004
38692,17,0,1,4.1,101,441,324,17,1000.0,5004
38693,20,1,1,4.2,856,508,7293,30,1400.0,5004
38694,5,0,1,4.3,361,351,311,125,3500.0,5004
38695,11,1,1,4.3,74,568,7293,11,700.0,4997
38696,20,1,1,4.2,404,568,328,20,1600.0,1073
38697,20,0,0,4.2,2028,166,124,6,1200.0,5004
38698,15,0,0,4.3,72,441,2321,15,400.0,5004
38699,15,0,0,4.3,792,508,159,15,900.0,5004
38700,20,1,0,4.1,1131,568,7293,20,1500.0,5004
38701,22,0,1,3.9,684,508,980,22,1200.0,5004
38702,10,0,0,4.1,787,441,7293,14,800.0,5004
38703,19,0,1,4.2,546,590,124,19,1500.0,5004
38704,10,0,1,4.3,330,351,7293,24,1200.0,5004
38705,5,0,1,4.3,237,351,311,41,4000.0,5004
38706,6,0,0,3.9,168,69,7293,776,500.0,5004
38707,5,0,1,4.0,178,508,7293,1136,1300.0,5004
38708,12,1,0,4.1,117,351,2321,20,700.0,791
38709,9,0,1,4.1,275,441,40,1136,4000.0,5004
38710,2,0,1,4.4,309,75,311,78,4000.0,5004
38711,11,1,1,4.2,354,351,7293,11,1200.0,2182
38712,17,0,1,4.0,930,568,7293,17,800.0,5004
38713,41,1,1,4.1,456,508,7293,1136,600.0,3310
38714,12,0,1,4.1,557,568,217,151,1100.0,5004
38716,12,0,0,3.9,951,568,324,776,1100.0,5004
38717,13,0,0,4.0,434,441,357,76,1000.0,5004
38718,14,1,0,4.0,166,351,980,1136,1700.0,2713
38719,19,1,0,4.1,1214,568,357,49,2000.0,1465
38720,17,1,1,4.3,569,166,7293,17,1200.0,3573
38721,11,1,0,4.3,327,508,7293,125,800.0,5004
38722,17,1,1,4.4,232,590,328,21,2000.0,4204
38723,6,0,1,4.3,454,590,311,162,3000.0,5004
38724,13,0,0,4.2,38,351,357,13,2000.0,5004
38725,9,0,0,4.3,539,508,7293,9,800.0,5004
38726,10,0,1,3.9,312,441,311,10,2000.0,5004
38727,9,0,1,4.3,430,441,40,210,3500.0,5004
38728,13,1,0,4.0,114,590,7293,13,1000.0,3449
38729,23,1,1,4.0,190,69,980,23,1300.0,4066
38730,17,1,0,4.1,481,508,2321,17,700.0,381
38731,45,1,0,4.0,362,441,7293,41,1000.0,1377
38732,26,1,0,2.8,110,166,7293,14,500.0,1790
38733,13,1,0,4.2,175,141,7293,13,800.0,1427
38734,11,0,1,4.1,611,590,37,82,2800.0,5004
38735,3,0,1,4.0,116,75,298,82,2500.0,5004
38736,18,1,0,4.3,1135,94,2321,18,800.0,4596
38737,11,1,0,3.9,206,304,7293,76,500.0,3570
38739,11,0,0,3.8,621,590,298,11,3000.0,5004
38740,8,0,1,3.9,300,166,2321,70,750.0,5004
38741,31,1,0,3.9,366,441,7293,7,800.0,1220
38744,18,1,0,3.6,96,94,159,18,650.0,3712
38745,11,0,1,4.1,338,590,980,45,1800.0,5004
38746,12,1,0,3.9,227,508,7293,12,950.0,3954
38747,7,1,0,3.9,86,75,328,58,1500.0,5004
38748,5,0,1,4.2,178,351,311,82,3000.0,5004
38749,30,1,0,4.2,1770,304,7293,42,750.0,625
38750,56,1,0,3.9,388,568,7293,106,750.0,4770
38751,9,0,0,2.0,397,568,298,151,1500.0,5004
38752,19,1,1,4.1,300,351,7293,19,1000.0,477
38753,13,0,1,3.9,747,508,324,21,1500.0,5004
38754,10,1,0,4.1,54,441,7293,10,550.0,5004
38755,25,1,0,4.1,118,590,128,60,500.0,1618
38756,6,1,0,4.0,111,69,7293,43,700.0,3169
38757,15,0,0,4.2,620,568,2321,15,500.0,5004
38758,13,0,0,3.9,190,304,357,151,600.0,5004
38759,5,0,0,4.0,227,441,7293,5,700.0,5004
38760,11,1,0,3.7,280,568,7293,64,800.0,3401
38762,12,1,0,3.7,110,69,7293,10,700.0,5004
38764,16,1,1,3.8,203,351,7293,43,1200.0,401
38765,16,0,0,2.7,406,590,324,776,1000.0,5004
38766,5,0,0,4.2,700,304,5221,359,300.0,5004
38767,14,1,0,4.3,129,568,7293,28,700.0,3962
38770,15,1,0,3.9,158,94,7293,15,1300.0,4137
38772,22,0,0,3.9,234,22,328,22,1000.0,5004
38773,11,1,0,3.6,83,166,7293,776,500.0,4356
38774,19,1,1,3.8,200,590,7293,19,1600.0,5004
38775,12,1,0,2.9,75,166,7293,1136,500.0,4564
38777,8,0,1,3.8,110,75,7293,8,1600.0,5004
38778,12,0,1,4.1,274,590,311,14,3000.0,5004
38779,10,1,0,3.7,43,75,7293,36,900.0,1175
38781,6,0,0,3.6,62,69,7293,77,450.0,5004
38782,15,1,0,4.1,118,351,7293,15,1000.0,4429
38783,20,0,0,2.5,433,141,7293,36,650.0,5004
38784,10,0,0,4.0,102,351,7293,210,550.0,5004
38785,18,1,0,3.8,75,568,2321,39,650.0,4700
38787,14,0,0,2.8,254,94,7293,776,1000.0,5004
38788,13,0,0,3.7,297,441,324,70,1000.0,5004
38790,9,0,0,4.0,93,441,298,151,2000.0,5004
38794,12,1,0,2.9,50,568,5221,233,350.0,1894
38795,38,1,0,3.9,185,166,7293,32,400.0,4185
38796,19,1,0,3.8,59,141,102,19,300.0,288
38797,15,0,1,4.0,195,590,36,15,3000.0,5004
38798,10,0,1,3.8,73,166,357,58,1200.0,5004
38799,6,0,0,4.1,116,590,311,6,3000.0,5004
38800,5,0,0,4.0,165,568,5221,39,400.0,5004
38802,22,1,0,3.8,68,508,16,22,500.0,1754
